fid,REG,PROV,MUN,SEC,DM,TOPONIMIA,KM2,ENLACE,RUP,TOPO2
4779,02,13,01,01,01,CONCEPCIÓN DE LA VEGA (ZONA URBANA),30.7217502283004,13010101,02,Concepción De La Vega (Zona Urbana)
4780,02,13,01,02,01,BACUÍ ARRIBA,20.3511481846719,13010102,02,Bacuí Arriba
4781,02,13,01,04,01,BAYACANES,27.7276063384185,13010104,02,Bayacanes
4782,02,13,01,05,01,BURENDE,44.6281825609917,13010105,02,Burende
4783,02,13,01,06,01,LA CABIRMOTA,15.0470598623939,13010106,02,La Cabirmota
4784,02,13,01,09,01,GUAREY,57.333587971122,13010109,02,Guarey
4785,02,13,01,10,01,JAMO,14.4708236822296,13010110,02,Jamo
4786,02,13,01,11,01,LA PENDA,15.6067297148671,13010111,02,La Penda
4787,02,13,01,12,01,LAS CABUYAS,16.7611776701698,13010112,02,Las Cabuyas
4788,02,13,01,14,01,LICEY,15.3344881488965,13010114,02,Licey
4789,02,13,01,15,01,PONTÓN,67.1266709590574,13010115,02,Pontón
4790,02,13,01,16,01,SABANETA,32.7536945446357,13010116,02,Sabaneta
4791,02,13,01,17,01,LAS CANAS,7.18903314981974,13010117,02,Las Canas
4792,02,13,01,01,02,CUTUPÚ (ZONA URBANA),3.54679359288156,13010201,02,Cutupú (Zona Urbana)
4793,02,13,01,02,02,ARROYO HONDO ARRIBA,6.25537460338763,13010202,02,Arroyo Hondo Arriba
4794,02,13,01,03,02,BONAGUA,4.18083317574635,13010203,02,Bonagua
4795,02,13,01,04,02,MIRADOR,11.1396073454116,13010204,02,Mirador
4796,02,13,01,05,02,EL NARANJAL,7.17061113225628,13010205,02,El Naranjal
4797,02,13,01,06,02,PUEBLO VIEJO,11.2174049081473,13010206,02,Pueblo Viejo
4798,02,13,01,07,02,RÍO VERDE ABAJO,13.1105937925929,13010207,02,Río Verde Abajo
4799,02,13,01,08,02,RÍO VERDE ARRIBA,10.5104102283641,13010208,02,Río Verde Arriba
4800,02,13,01,01,03,EL RANCHITO (ZONA URBANA),1.09832021158509,13010301,02,El Ranchito (Zona Urbana)
4801,02,13,01,02,03,SABANA REY,33.4864488262794,13010302,02,Sabana Rey
4802,02,13,01,03,03,EL BADÉN,12.4161513069451,13010303,02,El Badén
4803,02,13,01,04,03,LA ROSA,18.7638331744519,13010304,02,La Rosa
4804,02,13,01,01,04,LA JINA HUECA (ZONA URBANA),1.25621979983661,13010401,02,La Jina Hueca (Zona Urbana)
4805,02,13,01,02,04,LA JINA HUECA,26.0087152938822,13010402,02,La Jina Hueca
4806,02,13,01,03,04,LA LLANADA,18.7362618564261,13010403,02,La Llanada
4807,02,13,01,04,04,JAGUA GORDA,40.7092746975387,13010404,02,Jagua Gorda
4808,02,13,01,05,04,EL MAMEY,28.5965363925219,13010405,02,El Mamey
4809,02,13,01,01,05,CRUCE DE BARRANCA (ZONA URBANA),8.00774986127206,13010501,02,Cruce De Barranca (Zona Urbana)
4810,02,13,01,02,05,BARRANCA,14.2477566158915,13010502,02,Barranca
4811,02,13,01,03,05,LAS YERBAS,3.55933496128747,13010503,02,Las Yerbas
4812,02,13,01,04,05,BACUÍ,7.61912515264869,13010504,02,Bacuí
4813,02,13,01,05,05,BERRUGUETE,2.351050316719,13010505,02,Berruguete
4814,02,13,01,06,05,LOS HOYOS,2.20980854598225,13010506,02,Los Hoyos
4815,02,13,02,01,01,CONSTANZA (ZONA URBANA),5.33491580600096,13020101,02,Constanza (Zona Urbana)
4816,02,13,02,02,01,MALDONADO,233.280822264844,13020102,02,Maldonado
4817,02,13,02,03,01,PALERO,19.080193698804,13020103,02,Palero
4818,02,13,02,01,02,TIREO (ZONA URBANA),4.65643662458,13020201,02,Tireo (Zona Urbana)
4819,02,13,02,02,02,LA ALTAGRACIA,37.4260532316983,13020202,02,La Altagracia
4820,02,13,02,03,02,ARROYO FRÍO,14.8694119711292,13020203,02,Arroyo Frío
4821,02,13,02,05,02,LAS PALOMAS,26.3663431596831,13020205,02,Las Palomas
4822,02,13,02,06,02,EL RÍO,69.7898136854207,13020206,02,El Río
4823,02,13,02,07,02,TIREO ABAJO,110.193249361026,13020207,02,Tireo Abajo
4824,02,13,02,01,03,LA SABINA (ZONA URBANA),0.198652715322274,13020301,02,La Sabina (Zona Urbana)
4825,02,13,02,02,03,LOS CERROS,9.86725270359524,13020302,02,Los Cerros
4826,02,13,02,03,03,PALERO,13.1772410431501,13020303,02,Palero
4827,02,13,02,04,03,VILLA SABINA,9.143653050276,13020304,02,Villa Sabina
4828,02,13,02,05,03,EL CONVENTO,262.379738641364,13020305,02,El Convento
4829,02,13,03,01,01,JARABACOA (ZONA URBANA),12.4821500131257,13030101,02,Jarabacoa (Zona Urbana)
4830,02,13,03,02,01,PINAR QUEMADO,57.3335031558435,13030102,02,Pinar Quemado
4831,02,13,03,03,01,COROCITO,30.2853825872573,13030103,02,Corocito
4832,02,13,03,04,01,ESTANCITA,19.0278752345472,13030104,02,Estancita
4833,02,13,03,05,01,PEDREGAL,6.3687983621861,13030105,02,Pedregal
4834,02,13,03,06,01,JUMUNUCO,76.6616611215159,13030106,02,Jumunuco
4835,02,13,03,07,01,LOS COROZOS,12.9394967186472,13030107,02,Los Corozos
4836,02,13,03,08,01,PASO BAJITO,99.6997089855278,13030108,02,Paso Bajito
4837,02,13,03,01,02,BUENA VISTA (ZONA URBANA),2.05949359330802,13030201,02,Buena Vista (Zona Urbana)
4838,02,13,03,02,02,BUENA VISTA,57.2180747605177,13030202,02,Buena Vista
4839,02,13,03,03,02,HATO VIEJO,4.37253761957919,13030203,02,Hato Viejo
4840,02,13,03,05,02,PIEDRA BLANCA,9.9717810961413,13030205,02,Piedra Blanca
4841,02,13,03,06,02,PIEDRA BLANCA DEL SALTO,6.28115256034248,13030206,02,Piedra Blanca Del Salto
4842,02,13,03,01,03,MANABAO (ZONA URBANA),1.33630432690984,13030301,02,Manabao (Zona Urbana)
4843,02,13,03,02,03,LOS DAJAOS,59.9337538928701,13030302,02,Los Dajaos
4844,02,13,03,03,03,LA CIÉNAGA,140.798980123917,13030303,02,La Ciénaga
4845,02,13,03,04,03,MANABAO,60.0506992029098,13030304,02,Manabao
4846,02,13,04,01,01,JIMA ABAJO (ZONA URBANA),2.0340500577791,13040101,02,Jima Abajo (Zona Urbana)
4847,02,13,04,02,01,LA FRONTERA,31.2885507793196,13040102,02,La Frontera
4848,02,13,04,03,01,JIMA ARRIBA,10.0261978299504,13040103,02,Jima Arriba
4849,02,13,04,04,01,SAN BARTOLO,14.6867656634822,13040104,02,San Bartolo
4850,02,13,04,01,02,RINCÓN (ZONA URBANA),4.72725023500913,13040201,02,Rincón (Zona Urbana)
4851,02,13,04,02,02,LA CEIBITA,10.7971996567227,13040202,02,La Ceibita
4852,02,13,04,04,02,JUNUMUCÚ,33.520299836294,13040204,02,Junumucú
4853,08,08,01,01,01,SANTA CRUZ DE EL SEIBO (ZONA URBANA),3.60376555841204,08010101,08,Santa Cruz De El Seibo (Zona Urbana)
4854,08,08,01,02,01,ARROYO GRANDE,42.2356500573626,08010102,08,Arroyo Grande
4855,08,08,01,04,01,CANDELARIA,67.2972838237844,08010104,08,Candelaria
4856,08,08,01,05,01,LAS CUCHILLAS,108.029393710817,08010105,08,Las Cuchillas
4857,08,08,01,07,01,MAGARÍN,61.2031586178696,08010107,08,Magarín
4858,08,08,01,08,01,MATA DE PALMA,85.2822667078419,08010108,08,Mata De Palma
4859,08,08,01,09,01,ANAMÁ,124.559545899836,08010109,08,Anamá
4860,08,08,01,01,02,PEDRO SÁNCHEZ (ZONA URBANA),1.47497070276188,08010201,08,Pedro Sánchez (Zona Urbana)
4861,08,08,01,02,02,ISABELITA,63.5907686875698,08010202,08,Isabelita
4862,08,08,01,03,02,PEDRO SÁNCHEZ,52.0348537791423,08010203,08,Pedro Sánchez
4863,08,08,01,01,03,VICENTILLO (ZONA URBANA),0.663769642515995,08010301,08,Vicentillo (Zona Urbana)
4864,08,08,01,02,03,YABÓN,67.4194575797526,08010302,08,Yabón
4865,08,08,01,03,03,EL CERCADO,131.365751999772,08010303,08,El Cercado
4866,08,08,01,01,04,SANTA LUCÍA (ZONA URBANA),1.82260758053846,08010401,08,Santa Lucía (Zona Urbana)
4867,08,08,01,02,04,EL PINTADO,34.6060200668668,08010402,08,El Pintado
6092,10,32,07,05,01,LA POLONIA,3.88289413666212,32070105,10,La Polonia
6093,10,32,07,07,01,SANTA CRUZ,9.28007591033921,32070107,10,Santa Cruz
6094,10,32,07,01,02,LA GUÁYIGA (ZONA URBANA),7.14190881196291,32070201,10,La Guáyiga (Zona Urbana)
4868,08,08,02,01,01,MICHES (ZONA URBANA),3.51447437141732,08020101,08,Miches (Zona Urbana)
4869,08,08,02,02,01,EL MORRO,89.6389052134512,08020102,08,El Morro
6095,10,32,07,02,02,LOS GARCÍA,13.4216335143951,32070202,10,Los García
4870,08,08,02,01,02,EL CEDRO (ZONA URBANA),2.49010221857925,08020201,08,El Cedro (Zona Urbana)
4871,08,08,02,02,02,LAS LISAS,91.6195095097761,08020202,08,Las Lisas
4872,08,08,02,03,02,GUARAGUAO,191.321697423401,08020203,08,Guaraguao
4873,08,08,02,01,03,LA GINA (ZONA URBANA),2.45118521617507,08020301,08,La Gina (Zona Urbana)
4874,08,08,02,02,03,LA CULEBRA,60.1840385484071,08020302,08,La Culebra
4875,09,23,01,01,01,SAN PEDRO DE MACORÍS (ZONA URBANA),35.9997812650712,23010101,09,San Pedro De Macorís (Zona Urbana)
4876,09,23,01,02,01,BOCA DEL SOCO,111.017463102548,23010102,09,Boca Del Soco
4877,09,23,02,01,01,SAN JOSÉ DE LOS LLANOS (ZONA URBANA),1.78088155458322,23020101,09,San José De Los Llanos (Zona Urbana)
4878,09,23,02,02,01,CAYACOA,43.0018956946489,23020102,09,Cayacoa
4879,09,23,02,04,01,LOS JÍBAROS,114.479530770563,23020104,09,Los Jíbaros
6096,10,32,07,03,02,EL PEDREGAL,4.56640034254968,32070203,10,El Pedregal
4880,09,23,02,01,02,EL PUERTO (ZONA URBANA),5.48741603056373,23020201,09,El Puerto (Zona Urbana)
4881,09,23,02,02,02,PLUMITA,118.49775903765,23020202,09,Plumita
4882,09,23,02,01,03,GAUTIER (ZONA URBANA),1.59634421014766,23020301,09,Gautier (Zona Urbana)
4883,09,23,02,02,03,SAN JOSÉ,31.3635726567261,23020302,09,San José
6097,10,32,07,04,02,YACÓ,1.91581398936122,32070204,10,Yacó
6098,10,32,07,01,03,LA CUABA (ZONA URBANA),2.09993967861391,32070301,10,La Cuaba (Zona Urbana)
6099,10,32,07,02,03,LOS AGUACATES,31.4209659783794,32070302,10,Los Aguacates
6100,10,32,07,04,03,EL LIMÓN,67.4950836117051,32070304,10,El Limón
6101,08,11,01,03,03,DUYEY,41.764779651442,11010303,08,Duyey
4884,09,23,03,01,01,RAMÓN SANTANA (ZONA URBANA),1.90231237164352,23030101,09,Ramón Santana (Zona Urbana)
4885,09,23,03,02,01,JAGUAL,110.277761657128,23030102,09,Jagual
4886,09,23,03,03,01,LOS LERENES,56.3824962010468,23030103,09,Los Lerenes
4887,09,23,03,04,01,MAGARÍN,82.1924300216554,23030104,09,Magarín
4888,09,23,04,01,01,CONSUELO (ZONA URBANA),7.58931181411465,23040101,09,Consuelo (Zona Urbana)
4889,09,23,04,02,01,ALEJANDRO BASS,61.3695938537965,23040102,09,Alejandro Bass
4890,09,23,04,03,01,LAS CALLAS,61.6540837391318,23040103,09,Las Callas
6102,08,11,01,02,04,JUANILLO,137.385266998917,11010402,08,Juanillo
6103,08,11,01,05,01,LOS RÍOS,101.746385125153,11010105,08,Los Ríos
6104,08,12,01,02,01,ALETÓN,132.035874333288,12010102,08,Aletón
6105,08,12,03,02,02,CUMAYASA,90.3179967615173,12030202,08,Cumayasa
4891,09,23,05,01,01,QUISQUEYA (ZONA URBANA),4.63721818503157,23050101,09,Quisqueya (Zona Urbana)
4892,09,23,05,02,01,PAJARITO,17.807319069805,23050102,09,Pajarito
4893,09,23,05,03,01,LOS MONTES,18.6247062388423,23050103,09,Los Montes
4894,09,23,05,04,01,ZORRA BUENA,20.6352666994062,23050104,09,Zorra Buena
4895,09,23,05,05,01,CAONABO (BATEY SIRIA),31.4954935118531,23050105,09,Caonabo (Batey Siria)
4896,09,23,05,06,01,MALULANI,13.5177440111582,23050106,09,Malulani
4897,09,23,05,07,01,LOS MONTONES,42.9885131450184,23050107,09,Los Montones
4898,09,23,06,02,01,EL CONUCO,91.5202416005612,23060102,09,El Conuco
4899,09,23,06,03,01,LA PUNTA,41.8597645472282,23060103,09,La Punta
4900,09,29,01,01,01,MONTE PLATA (ZONA URBANA),5.50318490361936,29010101,09,Monte Plata (Zona Urbana)
4901,09,29,01,02,01,EL DIÁN,33.9439924974678,29010102,09,El Dián
4902,09,29,01,03,01,HATO ARRIBA,97.7542808117283,29010103,09,Hato Arriba
4903,09,29,01,04,01,LA LUISA,53.1730473462072,29010104,09,La Luisa
4904,09,29,01,05,01,RÍO BOYÁ,74.3956986615747,29010105,09,Río Boyá
4905,09,29,01,01,02,DON JUAN (ZONA URBANA),1.76274873052789,29010201,09,Don Juan (Zona Urbana)
4906,09,29,01,02,02,FRÍAS,19.2218111455276,29010202,09,Frías
4907,09,29,01,03,02,SABANA DE PAYABO,32.6350775538985,29010203,09,Sabana De Payabo
4908,09,29,01,04,02,EL BOSQUE,30.247447408149,29010204,09,El Bosque
4909,09,29,01,05,02,LA JAGUA,18.3295760790051,29010205,09,La Jagua
4910,09,29,01,01,03,CHIRINO (ZONA URBANA),3.87085643684249,29010301,09,Chirino (Zona Urbana)
4911,09,29,01,02,03,SAN FRANCISCO,35.8236303138664,29010302,09,San Francisco
4912,09,29,01,03,03,SAN JUAN DE BUENAVISTA,27.2835254860858,29010303,09,San Juan De Buenavista
4913,09,29,01,04,03,YABACAO,58.5885703073443,29010304,09,Yabacao
4914,09,29,01,01,04,BOYÁ (ZONA URBANA),0.852372105327221,29010401,09,Boyá (Zona Urbana)
4915,09,29,01,02,04,EL MAMEY,37.906691013335,29010402,09,El Mamey
4916,09,29,01,03,04,EL CACIQUE,34.6930502836997,29010403,09,El Cacique
4917,09,29,01,04,04,CRUZ MORILLO,63.9610521980105,29010404,09,Cruz Morillo
6011,05,21,06,01,02,DOÑA ANA (ZONA URBANA),3.09951975532776,21060201,05,Doña Ana (Zona Urbana)
4918,09,29,02,01,01,BAYAGUANA (ZONA URBANA),5.64027777001117,29020101,09,Bayaguana (Zona Urbana)
4919,09,29,02,02,01,ANTÓN SÁNCHEZ,101.878996708131,29020102,09,Antón Sánchez
4920,09,29,02,03,01,COJOBAL,156.31823212239,29020103,09,Cojobal
4921,09,29,02,04,01,COMATILLO,149.016577675813,29020104,09,Comatillo
4922,09,29,02,05,01,HIDALGO,129.329156059525,29020105,09,Hidalgo
4923,09,29,02,06,01,TRINIDAD,155.027797272948,29020106,09,Trinidad
4924,09,29,02,07,01,YUVINA,171.515146632289,29020107,09,Yuvina
4925,09,29,03,01,01,SABANA GRANDE DE BOYÁ (ZONA URBANA),4.47603265967633,29030101,09,Sabana Grande De Boyá (Zona Urbana)
4926,09,29,03,02,01,CABEZA DE TORO,68.111188663751,29030102,09,Cabeza De Toro
4927,09,29,03,03,01,JUAN SÁNCHEZ,76.3231956103354,29030103,09,Juan Sánchez
4928,09,29,03,04,01,PAYABO,68.4886020489119,29030104,09,Payabo
4929,09,29,03,01,02,GONZALO (ZONA URBANA),3.88959595791368,29030201,09,Gonzalo (Zona Urbana)
6012,05,21,07,01,01,SAN GREGORIO DE NIGUA (ZONA URBANA),5.0927145420265,21070101,05,San Gregorio De Nigua (Zona Urbana)
6013,05,21,07,02,01,BOCA DE NIGUA,17.1609908539915,21070102,05,Boca De Nigua
6014,05,21,07,03,01,NAJAYO ABAJO,20.5374621191202,21070103,05,Najayo Abajo
4930,09,29,03,02,02,LOS LIMONES,117.537439197207,29030202,09,Los Limones
4931,09,29,03,04,02,BATEY SABANA LARGA,76.9364112326069,29030204,09,Batey Sabana Larga
4932,09,29,03,01,03,MAJAGUAL (ZONA URBANA),1.4372473760146,29030301,09,Majagual (Zona Urbana)
6015,05,21,07,04,01,MALPÁEZ,7.56621730165621,21070104,05,Malpáez
4933,09,29,03,02,03,FRANCISQUITO,25.5553010647501,29030302,09,Francisquito
4934,09,29,03,03,03,LA CHINA,48.0686286970022,29030303,09,La China
6016,05,21,08,01,01,LOS CACAOS (ZONA URBANA),0.274699310316363,21080101,05,Los Cacaos (Zona Urbana)
6017,05,21,08,02,01,EL GUINEO,53.1158897452064,21080102,05,El Guineo
6018,05,21,08,03,01,LOS NARANJOS,92.0996847246065,21080103,05,Los Naranjos
6019,05,21,08,04,01,CALDERÓN,40.4550949542455,21080104,05,Calderón
6020,08,11,01,01,01,SALVALEÓN DE HIGÜEY (ZONA URBANA),27.9476448137043,11010101,08,Salvaleón De Higüey (Zona Urbana)
6021,08,11,01,02,01,BEJUCAL,168.508702206024,11010102,08,Bejucal
4935,09,29,03,04,03,LOS MAPOLOS,25.4248189311642,29030304,09,Los Mapolos
4936,09,29,04,01,01,YAMASÁ (ZONA URBANA),7.37120653238077,29040101,09,Yamasá (Zona Urbana)
4937,09,29,04,02,01,LA JINA,123.762927557522,29040102,09,La Jina
4938,09,29,04,05,01,PANTOA,25.7931255898938,29040105,09,Pantoa
4939,09,29,04,06,01,SAN ANTONIO,65.4980635528224,29040106,09,San Antonio
6022,08,11,01,06,01,MATA CHALUPE,98.8433348544019,11010106,08,Mata Chalupe
6023,08,11,01,01,02,LAS LAGUNAS DE NISIBÓN (ZONA URBANA),2.404415413355,11010201,08,Las Lagunas De Nisibón (Zona Urbana)
6024,08,11,01,02,02,CAÑADA HONDA,110.432036884289,11010202,08,Cañada Honda
6025,08,11,01,03,02,EL BARRERO,125.192875079095,11010203,08,El Barrero
6026,08,11,01,04,02,LAS GUAMAS,75.4615306949741,11010204,08,Las Guamas
4940,09,29,04,01,02,LOS BOTADOS (ZONA URBANA),5.69644660406323,29040201,09,Los Botados (Zona Urbana)
4941,09,29,04,02,02,LOS BOTADOS,2.12456980054358,29040202,09,Los Botados
4942,09,29,04,03,02,CAMARÓN,8.57418343475307,29040203,09,Camarón
4943,09,29,04,04,02,LA COLA,8.81596258447839,29040204,09,La Cola
4944,09,29,04,05,02,LA MAYA,17.5358511176305,29040205,09,La Maya
4945,09,29,04,06,02,REPARADERO,20.1550850826366,29040206,09,Reparadero
4946,09,29,04,07,02,LA YAUTÍA,5.71650066637344,29040207,09,La Yautía
4947,09,29,04,01,03,SABANA GRANDE (ZONA URBANA),1.71400575218741,29040301,09,Sabana Grande (Zona Urbana)
4948,09,29,04,02,03,EL RANCHITO,16.5260994033836,29040302,09,El Ranchito
4949,09,29,04,03,03,CONSUELO,33.2855751452371,29040303,09,Consuelo
4950,09,29,04,04,03,RÍO ARRIBA,18.0893607569973,29040304,09,Río Arriba
4951,09,29,04,05,03,SABANA GRANDE,10.8576138102383,29040305,09,Sabana Grande
4952,09,29,04,06,03,LA ESTANCIA,20.8010045620792,29040306,09,La Estancia
4953,09,29,04,07,03,HATO VIEJO,3.35021018765505,29040307,09,Hato Viejo
4954,09,29,05,01,01,PERALVILLO (ZONA URBANA),3.39575387494536,29050101,09,Peralvillo (Zona Urbana)
4955,09,29,05,02,01,GUÁZUMA,38.1564193513031,29050102,09,Guázuma
4956,09,29,05,03,01,CUABA,41.4482269578487,29050103,09,Cuaba
4957,09,29,05,04,01,CENTRO PENZO,45.0184593431656,29050104,09,Centro Penzo
4958,09,30,01,01,01,HATO MAYOR DEL REY (ZONA URBANA),7.60296409973647,30010101,09,Hato Mayor Del Rey (Zona Urbana)
4959,09,30,01,02,01,DON LÓPEZ,176.027525337301,30010102,09,Don López
4960,09,30,01,03,01,MANCHADO,87.8650477988779,30010103,09,Manchado
4961,09,30,01,01,02,YERBA BUENA (ZONA URBANA),0.974291227065061,30010201,09,Yerba Buena (Zona Urbana)
4962,09,30,01,03,02,EL MAMÓN,43.8395108531411,30010203,09,El Mamón
4963,09,30,01,01,03,MATA PALACIO (ZONA URBANA),0.7259166472019,30010301,09,Mata Palacio (Zona Urbana)
4964,09,30,01,02,03,MAGUÁ,49.8284077351495,30010302,09,Maguá
4965,09,30,01,03,03,HIGUAMO,99.1501722314786,30010303,09,Higuamo
4966,09,30,01,01,04,GUAYABO DULCE (ZONA URBANA),1.18009813514095,30010401,08,Guayabo Dulce (Zona Urbana)
4967,09,30,01,02,04,PASO CIBAO,39.6805994890904,30010402,08,Paso Cibao
4968,09,30,01,03,04,LAS ESPINAS,28.9519186080339,30010403,09,Las Espinas
4969,09,30,01,04,04,JALONGA,20.3516916601457,30010404,09,Jalonga
4970,09,30,02,01,01,SABANA DE LA MAR (ZONA URBANA),5.28099426034855,30020101,09,Sabana De La Mar (Zona Urbana)
4971,09,30,02,01,02,ELUPINA CORDERO DE LAS CAÑITAS (ZONA URBANA),2.41167429085947,30020201,09,Elupina Cordero De Las Cañitas (Zona Urbana)
4972,09,30,02,02,02,MAGUÁ,147.981194280318,30020202,09,Maguá
4973,09,30,03,01,01,EL VALLE (ZONA URBANA),2.21642952106857,30030101,09,El Valle (Zona Urbana)
4974,09,30,03,02,01,ARENITAS,16.0860425895613,30030102,09,Arenitas
4975,09,30,03,03,01,RINCÓN FOGÓN,120.789800791746,30030103,09,Rincón Fogón
4976,09,30,03,04,01,SAN RAFAEL,34.4469932856051,30030104,09,San Rafael
4977,08,08,01,03,04,LA HIGUERA,22.104232653934,08010403,08,La Higuera
4978,09,23,02,03,01,EL GUAYABAL,124.650131377423,23020103,09,El Guayabal
4979,02,13,02,04,02,LA DESCUBIERTA,34.2942980037037,13020204,02,La Descubierta
4980,02,13,03,04,02,HATILLO,19.1512481150001,13030204,02,Hatillo
4981,09,29,05,05,01,LA PLACETA,16.0723230621546,29050105,09,La Placeta
4982,09,29,03,03,02,BATEY LA TARANA,26.131896980063,29030203,09,Batey La Tarana
4983,07,03,01,01,01,NEIBA (ZONA URBANA),8.13959982347497,03010101,06,Neiba (Zona Urbana)
4984,07,03,01,02,01,APOLINAR PERDOMO,21.5829927924794,03010102,06,Apolinar Perdomo
4985,07,03,01,03,01,EL ESTERO,76.8810885268404,03010103,06,El Estero
4986,07,03,01,04,01,LOS GUINEOS,3.95329823794828,03010104,06,Los Guineos
4987,07,03,01,05,01,EL MANGUITO,18.5756163139515,03010105,06,El Manguito
4988,07,03,01,06,01,LAS PETACAS,17.5435141835422,03010106,06,Las Petacas
4989,07,03,01,07,01,LOS ROAS,15.1915477182517,03010107,06,Los Roas
4990,07,03,01,08,01,COPEY,21.7153371930817,03010108,06,Copey
4991,07,03,01,09,01,EL AGUACATE,28.5123537162488,03010109,06,El Aguacate
4992,07,03,01,01,02,EL PALMAR (ZONA URBANA),1.03327858705402,03010201,06,El Palmar (Zona Urbana)
4993,07,03,01,02,02,BATEY I,14.8168060873419,03010202,06,Batey I
4994,07,03,01,03,02,BATEY 4,7.45008991789899,03010203,06,Batey 4
4995,07,03,01,04,02,BATEY 5,10.5986465087455,03010204,06,Batey 5
4996,07,03,01,05,02,BATEY ISABELA,25.0681572436123,03010205,06,Batey Isabela
4997,07,03,01,06,02,EL PALMAR,17.6642008029937,03010206,06,El Palmar
4998,07,03,02,01,01,GALVÁN (ZONA URBANA),1.96676894507711,03020101,06,Galván (Zona Urbana)
4999,07,03,02,02,01,EL MAMÓN,40.9439860536729,03020102,06,El Mamón
5000,07,03,02,03,01,EL RODEO (MAJAGUAL),6.07268498287779,03020103,06,El Rodeo (Majagual)
5001,07,03,02,04,01,LAS TEJAS,109.03709018099,03020104,06,Las Tejas
5002,07,03,02,01,02,EL SALADO (ZONA URBANA),0.626660472298719,03020201,06,El Salado (Zona Urbana)
5003,07,03,02,02,02,TAMARINDO,126.147879997983,03020202,06,Tamarindo
5004,07,03,03,01,01,TAMAYO (ZONA URBANA),3.82113790716477,03030101,06,Tamayo (Zona Urbana)
5005,07,03,03,01,02,UVILLA (ZONA URBANA),0.855019829229592,03030201,06,Uvilla (Zona Urbana)
5006,07,03,03,02,02,EL JOBO,1.42252866604058,03030202,06,El Jobo
5007,07,03,03,01,03,SANTANA (ZONA URBANA),0.900178074645234,03030301,06,Santana (Zona Urbana)
5008,07,03,03,02,03,BAYAHONDA,67.735309629871,03030302,06,Bayahonda
5009,07,03,03,01,04,MONSERRATE O MONTSERRAT (ZONA URBANA),1.17261670802836,03030401,06,Monserrate O Montserrat (Zona Urbana)
5010,07,03,03,02,04,SANTA MARÍA,5.54827922198019,03030402,06,Santa María
5011,07,03,03,03,04,VALLE ENCANTADO,9.33025413662397,03030403,06,Valle Encantado
5012,07,03,03,01,05,CABEZA DE TORO (ZONA URBANA),0.715036364288787,03030501,06,Cabeza De Toro (Zona Urbana)
5013,07,03,03,02,05,EL GRANADO,138.635789369965,03030502,06,El Granado
5014,07,03,03,03,05,GUANARATE,70.8630544075184,03030503,06,Guanarate
5015,07,03,03,01,06,MENA (ZONA URBANA),0.733962143088716,03030601,06,Mena (Zona Urbana)
5016,07,03,03,02,06,LOS BLOCKS DE MENA,6.28397163955868,03030602,06,Los Blocks De Mena
5017,07,03,03,01,07,SANTA BÁRBARA EL 6 (ZONA URBANA),0.768761444399682,03030701,06,Santa Bárbara El 6 (Zona Urbana)
5018,07,03,03,02,07,LA CASITA,9.59955402181744,03030702,06,La Casita
5019,07,03,04,01,01,VILLA JARAGUA (ZONA URBANA),3.83271078171141,03040101,06,Villa Jaragua (Zona Urbana)
5020,07,03,04,02,01,EL BARRO,70.9346172362647,03040102,06,El Barro
5021,07,03,04,03,01,LAS CAÑITAS,39.188705180077,03040103,06,Las Cañitas
5022,07,03,04,04,01,PIE DE LOMA,23.1425270494997,03040104,06,Pie De Loma
5023,07,03,04,05,01,MATA DE NARANJA,9.94190419077978,03040105,06,Mata De Naranja
5024,07,03,05,01,01,LOS RÍOS (ZONA URBANA),2.93043973303346,03050101,06,Los Ríos (Zona Urbana)
5025,07,03,05,02,01,HIGO DE LA CRUZ,77.6325133405265,03050102,06,Higo De La Cruz
6027,08,11,01,01,03,LA OTRA BANDA (ZONA URBANA),4.97147751121916,11010301,08,La Otra Banda (Zona Urbana)
6028,08,11,01,02,03,EL BONAO,14.4710512809148,11010302,08,El Bonao
6029,08,11,01,04,03,CRUZ DE ISLEÑO,249.485000104446,11010304,08,Cruz De Isleño
5026,07,03,05,03,01,LOS MOSQUITOS,29.9657610544387,03050103,06,Los Mosquitos
5027,07,03,05,01,02,LAS CLAVELLINAS (ZONA URBANA),1.50630704604801,03050201,06,Las Clavellinas (Zona Urbana)
5028,07,03,05,02,02,CAÑADA VIEJA,6.93075471955255,03050202,06,Cañada Vieja
5029,07,03,05,03,02,ARROYO SALADO,36.3979903578596,03050203,06,Arroyo Salado
5030,07,04,01,01,01,SANTA CRUZ DE BARAHONA (ZONA URBANA),25.0988364029706,04010101,06,Santa Cruz De Barahona (Zona Urbana)
5031,07,04,01,03,01,PAYASO,32.2593821708718,04010103,06,Payaso
5032,07,04,01,01,02,EL CACHÓN (ZONA URBANA),0.631288013556669,04010201,06,El Cachón (Zona Urbana)
5033,07,04,01,02,02,LOS CALLEJONES,35.0598434294724,04010202,06,Los Callejones
5034,07,04,01,01,03,LA GUÁZARA (ZONA URBANA),0.895576878888608,04010301,06,La Guázara (Zona Urbana)
5035,07,04,01,02,03,LA GUÁZARA,54.8914738921219,04010302,06,La Guázara
5036,07,04,02,01,01,CABRAL (ZONA URBANA),3.14024513395763,04020101,06,Cabral (Zona Urbana)
5037,07,04,02,02,01,TIERRA BLANCA,117.074442502861,04020102,06,Tierra Blanca
